n,m,p,q,a1,a2,a3,a4
0.15,0.31,1.1,1.58,0.58,1.58,2.58,1.31
0.1,0.25,1.26,1.94,0.68,1.68,2.68,1.25
0.14,0.32,1.16,2.27,0.78,1.78,2.78,1.32
0.03,0.47,1.44,2.38,0.89,1.89,2.89,1.47
0.04,0.27,1.08,1.74,0.66,1.66,2.66,1.27
0.19,0.48,1.25,1.88,0.76,1.76,2.76,1.48
0.06,0.25,1.38,1.63,0.97,1.97,2.97,1.25
0.05,0.41,1.06,1.66,0.52,1.52,2.52,1.41
0.01,0.48,1.44,1.89,0.61,1.61,2.61,1.48
0.15,0.37,1.47,2.49,0.68,1.68,2.68,1.37
0.1,0.26,1.2,1.82,0.68,1.68,2.68,1.26
0.2,0.43,1.26,2.18,0.64,1.64,2.64,1.43
0.2,0.46,1.33,2.31,0.68,1.68,2.68,1.46
0.02,0.36,1.48,2.16,0.59,1.59,2.59,1.36
0.03,0.3,1.18,1.84,0.79,1.79,2.79,1.3
0.12,0.38,1.22,1.81,0.82,1.82,2.82,1.38
0.11,0.37,1.39,2.02,0.71,1.71,2.71,1.37
0.22,0.45,1.3,2.47,0.58,1.58,2.58,1.45
0.02,0.35,1.18,1.59,0.67,1.67,2.67,1.35
0.12,0.27,1.06,2.11,0.99,1.99,2.99,1.27
0.19,0.28,1.12,2.06,0.63,1.63,2.63,1.28
0.02,0.31,1.29,1.73,0.79,1.79,2.79,1.31
0.17,0.48,1.21,2.29,0.66,1.66,2.66,1.48
0.23,0.39,1.5,2.3,0.56,1.56,2.56,1.39
0.02,0.37,1.27,1.97,0.99,1.99,2.99,1.37
0.24,0.42,1.46,1.78,0.93,1.93,2.93,1.42
0.14,0.35,1.15,2.48,0.58,1.58,2.58,1.35
0.16,0.25,1.04,2.23,0.55,1.55,2.55,1.25
0.24,0.46,1.29,2.35,0.97,1.97,2.97,1.46
0.05,0.42,1.02,1.91,0.84,1.84,2.84,1.42
0.01,0.33,1.16,2.04,0.83,1.83,2.83,1.33
0.12,0.25,1.41,2.38,0.62,1.62,2.62,1.25
0.2,0.44,1.34,2.08,0.59,1.59,2.59,1.44
0.2,0.3,1.22,1.64,0.94,1.94,2.94,1.3
0.23,0.31,1.2,1.88,0.83,1.83,2.83,1.31
0.14,0.27,1.26,2.43,0.87,1.87,2.87,1.27
0.13,0.4,1.09,1.56,0.68,1.68,2.68,1.4
0.18,0.43,1.48,2.23,0.62,1.62,2.62,1.43
0.21,0.37,1.35,2.17,0.54,1.54,2.54,1.37
0.17,0.28,1.18,2.44,0.99,1.99,2.99,1.28
0.04,0.45,1.31,1.81,0.79,1.79,2.79,1.45
0.14,0.33,1.39,1.54,0.7,1.7,2.7,1.33
0.01,0.45,1.03,2.11,0.51,1.51,2.51,1.45
0.19,0.45,1.18,2.06,0.67,1.67,2.67,1.45
0.07,0.41,1.3,2.26,0.54,1.54,2.54,1.41
0.09,0.34,1.17,2.01,0.66,1.66,2.66,1.34
0.06,0.49,1.42,2.16,0.75,1.75,2.75,1.49
0.11,0.46,1.38,2.16,0.55,1.55,2.55,1.46
0.16,0.42,1.12,1.57,0.57,1.57,2.57,1.42
0.12,0.41,1.3,1.81,0.63,1.63,2.63,1.41
0.17,0.39,1.5,1.99,0.67,1.67,2.67,1.39
0.03,0.45,1.3,1.94,0.86,1.86,2.86,1.45
0.21,0.31,1.07,1.54,0.78,1.78,2.78,1.31
0.07,0.26,1.35,2.23,0.93,1.93,2.93,1.26
0.21,0.38,1.23,1.86,0.5,1.5,2.5,1.38
0.01,0.4,1.36,2,0.52,1.52,2.52,1.4
0.14,0.35,1.39,1.84,0.8,1.8,2.8,1.35
0.15,0.27,1.21,2.46,0.9,1.9,2.9,1.27
0.12,0.24,1.1,2.08,0.85,1.85,2.85,1.24
0.06,0.43,1.22,1.85,0.74,1.74,2.74,1.43
0.16,0.24,1.32,2.45,0.77,1.77,2.77,1.24
0.17,0.44,1.23,1.55,0.89,1.89,2.89,1.44
0.13,0.37,1.02,2,0.55,1.55,2.55,1.37
0.16,0.32,1.01,1.99,0.51,1.51,2.51,1.32
0.23,0.4,1.37,1.89,1,2,3,1.4
0.15,0.49,1.25,2.41,0.86,1.86,2.86,1.49
0.08,0.37,1.03,1.79,0.64,1.64,2.64,1.37
0.1,0.43,1.26,2.09,0.88,1.88,2.88,1.43
0.05,0.29,1.43,1.56,0.89,1.89,2.89,1.29
0.23,0.33,1.42,2.41,0.82,1.82,2.82,1.33
0.21,0.41,1.48,2.23,0.62,1.62,2.62,1.41
0.09,0.35,1.19,1.66,0.88,1.88,2.88,1.35
0.05,0.24,1.09,2.02,0.87,1.87,2.87,1.24
0.05,0.34,1.31,1.54,0.62,1.62,2.62,1.34
0.07,0.45,1.05,2.42,0.78,1.78,2.78,1.45
0.12,0.44,1.26,2.44,0.94,1.94,2.94,1.44
0.06,0.37,1.33,2.13,0.66,1.66,2.66,1.37
0.02,0.47,1.25,2.19,0.85,1.85,2.85,1.47
0.07,0.39,1.44,1.54,0.69,1.69,2.69,1.39
0.06,0.4,1.07,1.53,0.62,1.62,2.62,1.4
0.02,0.47,1.03,1.65,0.96,1.96,2.96,1.47
0.05,0.32,1.3,1.76,0.9,1.9,2.9,1.32
0.14,0.38,1.31,1.79,0.59,1.59,2.59,1.38
0.04,0.31,1.01,2.27,0.78,1.78,2.78,1.31
0.13,0.45,1.25,1.86,0.66,1.66,2.66,1.45
0.07,0.41,1.09,2.22,0.59,1.59,2.59,1.41
